text	sentiment	category
"@DelthiaRicks Yes, that’s why India - one of many countries including Japan  - has conquered cv cases without Gates/Pfizer poison jabs.  Sure you know better from this lame reference to positive tests - tests which are 97% inaccurate by WHO’s own admission. https://t.co/Jl3CL3hYhr"	Negative	Critique and opinions
"Trying to take the @SwitchHealthCA at-home COVID test I ordered via @AirCanada.  First my Pixel 3a phone couldn't scan the test QR code because Switch Health's website couldn't access the rear camera; now I'm stuck in a queue. Time so far: 60 minutes, &amp; test not even started yet."	Negative	Compassion and sentiment
"Best COVID comment ever.
Don't miss it!

#COVID19AB #COVID19 #Omicron https://t.co/6DrXBDhjOT"	Neutral	Jokes and sarcasm
"@PnPCBC
South Africa really loves their virus'.
2 Covid variants, Ebola and others, maybe South Africa should be Nuked to get rid of all the different virus' then repopulate it."	Negative	Critique and opinions
@DustinFluff I had Covid. So did my wife. 3 days of Netflix. What experience do you personally have?	Neutral	Compassion and sentiment
@dayslikethese She could totally kick COVID's ass!	Positive	Critique and opinions
"It’s been since March 2020 that we have not been able to coach our strength &amp; conditioning group fitness classes indoors due to Covid….  we’ve been on @Zoom and outdoors &amp; as of Dec 6th … we’re BACK!! 
#physicalhealth #socialhealth #lpptgang #functionalfitness #workouts #HIFT https://t.co/woTveu8RVL"	Positive	Informative posts
"@jordanbpeterson As opposed to all the goods Covid does to your body, right?"	Neutral	Jokes and sarcasm
"Vaccines work:
https://t.co/6LPGCBlWm8
(Just make sure you are showing people the ""per 100,000"" rates if there's a chance they don't understand the different population sizes - with most people being fully vaccinated)"	Neutral	Informative posts
@ClaytonBurnsPhD @AdrianaBarton @marktmaclean This is not true. I just took my friend to get her 3rd dose and she was offered either Pfitzer and Moderna.	Neutral	Compassion and sentiment
"I wonder why we are not ""red"" on the pandemic response level? This is level of COVID-19 activity is clearly overwhelming our health care ayatem if this what is deemed necessary to respond/ preparw https://t.co/N1e75cG2LE"	Neutral	Critique and opinions
"Oh my God we're all going to die now https://t.co/otIjnwKCJj: Covid: New variant classed 'of concern' and named Omicron.
https://t.co/2wFyYGeRPF

via @GoogleNews"	Neutral	Jokes and sarcasm
"@Ben_S_Harper Wrong. The most important policy are restrictions to prevent community transmission.

A person could fly here and bring in COVID but if the community is intermingling COVID will spread. If they're not intermingling then COVID will stay with that one person."	Neutral	Critique and opinions
The difference between Rittenhouse and Covid is Rittenhouse's 3 shots were effective.	Neutral	Jokes and sarcasm
Will Justin Trudeau do better in protecting us from new COVID variant? https://t.co/24Xb5HgeqW	Neutral	Informative questions
"@JanetRWees Close, but I believe it was reported on Canadian propaganda television (CTV). This one explains better
https://t.co/d3MdGLh6j8"	Negative	Critique and opinions
"I remembe @fordnation promising lower gas prices... when he promised it, gas prices in my area of Ontario went down from $1.02 to $0.96... good... now... its at $1.44... another promise broken but wait... its not his fault... yeah, its COVID."	Negative	Critique and opinions
"With COVID-19 cases on the rise, Ontario Liberals once again call on @fordnation to step up and lead. We need stronger vaccine mandates, with increased access for at-risk communities, and we need to get third dose boosters to everyone who is eligible ASAP. #onpoli https://t.co/Lcj1Z3hYnV"	Neutral	Critique and opinions
"This was a remarkably poorly controlled study. The covid #vaccine studies are just as unscientific, so par for the course. One leafy green vegetable I found useful for migraines is tobacco—nicotine is a vasoconstrictor—used at the immediate onset of auras.
https://t.co/7UirtXzopG"	Negative	Critique and opinions
"A partnership between Peel Public Health and a certain caped crusader to promote COVID-19 vaccinations to kids aged five to 11 was short-lived.

https://t.co/gMGNW6MMTH"	Neutral	Critique and opinions
@goingglocal Had a sister and a friend die last year of COVID symptoms. They didn't actually say it was COVID but my sister had flu like symptoms for weeks and worked in a care home and my freind had chronic bronchitis. so.....	Neutral	Compassion and sentiment
"COVID-19: Blood clots from Astrazeneca jab killed mother, coroner finds | UK News | Sky News https://t.co/Mn6bKIRNPV"	Neutral	Informative posts
The new Omnicron COVID variant sounds like a Decepticon. https://t.co/pRdJ8TfJ88	Negative	Critique and opinions
@SarahFagan20 Oooh.... Is this Covid stuff Ever going to End ???	Neutral	Compassion and sentiment
@Sask_Squatch @bjohnson921 @DrP_MD @GVDBossche Except this mutation came out of an environment with a low vaccination rate and a high number of people who are unvaccinated.  The mutation is due to the high population of unvaccinated people getting COVID.	Neutral	Critique and opinions
"NEW – For the latest detailed #epidemiology of #COVID19 in Canada with highlights, trends and analysis see #PHAC’s COVID-19 WEEKLY EPIDEMIOLOGY REPORT for Nov 14-20, 2021. https://t.co/WPOLjoRiPC https://t.co/oSyoAVisyg"	Neutral	Informative posts
"@trapdinawrpool An Alberta Doctor is recommending Alberta close its borders to other Provinces.

#abhealth 
https://t.co/KIYTygSXod"	Neutral	Informative posts
Anyone else in #novascotia experiencing wicked allergies this fall? Not sure what's in the air but I've been keeping the tissue companies in business for the past 2 months 🤧. And yes I'm covid negative.	Neutral	Compassion and sentiment
Can you imagine where Canada would be if these clowns were in power during COVID? https://t.co/qjfcnbT5Ny https://t.co/Anie2Bo1Vg	Negative	Critique and opinions
"7 new COVID-19 cases in #ptbo today:
- 2 cases, 40s
- 2 cases, 50s
- 1 case, 70s
- Female, 40s
- Female, 70s

7 cases have been resolved

Active cases remain at 39 https://t.co/gMyYN9tY1E"	Neutral	Informative posts
Canada and US retrict travel from South Africa and 7 other countries after vaccine resistant Covid-19 virus strain B.1.1.529 detected and named the Omicron strain by the WHO.  Israel reported 1st case in traveller from Malawi.	Neutral	Informative posts
No new cases of COVID-19 in Conservative caucus after vaccinated MP falls ill https://t.co/5ZtsxsiduR	Neutral	Informative posts
"@birgitomo @BNODesk What am I missing here? 

This article from Reuters claims that South Africa has asked the manufacturers to delay deliveries because they have too much vaccine surplus:
 https://t.co/6olLGps2vw"	Neutral	Informative questions
"Given the announcement today that KFLA public health is imposing restrictions on private gatherings and the recent sharp increase in COVID cases in the Kingston area, we feel that the best course of action is to cancel the 2021 QED Holiday Party. - Allen Head, Department Head https://t.co/e7phS83FE5"	Neutral	Informative posts
Mum-of-two dies of blood clot after COVID jab https://t.co/0XqfstF35X via @Yahoo	Neutral	Informative posts
"I'd like to say this surprises me, but it doesn't. 
Riles me to no end when someone tries to steal from another human, let alone during a pandemic... even more so when they are an employee of the #Ontario govt. 
Stay safe...
https://t.co/ijNlwTSm2d

#Covid_19 #HereWeGoAgain?"	Negative	Critique and opinions
7 anti-vaccine doctors fell sick after gathering earlier this month for a Florida “summit” at which alternative treatments for Covid-19 were discussed. https://t.co/VYYchyUE7Y	Neutral	Informative posts
"We had problems like this well before Covid.  I can’t even imagine how much exponentially worse it is now due to the exodus @fordnation created when he gave pandemic pay to LTC PSWs and not home care PSWs.  All PSW’s should have been treated equally 😤

#onpoli https://t.co/TlLA1qxnkw"	Negative	Critique and opinions
"@NLscienceGirl @bjohnson921 @DrP_MD @GVDBossche This mutation isn't a case of selective pressure however.  It arose in an environment of 75% unvaccinated.  This is a result of unvaccinated people getting COVID.

Ask yourself, why are there no mutations coming out of the US where COVID is running at the highest rates?"	Neutral	Critique and opinions
My kid got their first covid shot! Yay!!!	Positive	Compassion and sentiment
@Notontodayy @dragraceukbbc @veronicaqween She has Covid again!	Neutral	Compassion and sentiment
"@BeachLFireLecce @fordnation Next thing you know, he’ll be demanding federal dollars to combat COVID, probably demand about $4.4b (again)……😎"	Negative	Critique and opinions
"@landlPM @CTVNews Because I don't toe the govt narrative and speak loudly about the enduring clusterfuck called COVID, you assume that I am unvaxxed.  Wrong..In order to keep my contracts valid, it was mandated, coerced into getting the jabs, or else those contracts become void, then no income."	Neutral	Compassion and sentiment
"@BishNasty1pt4 @emmalynnbb First off it was a joke, so see yourself out.  Secondly vaccines aren't there to prevent you from getting covid.  It's so you don't end up in the ICU.  Don't let the door hit you on your way out."	Negative	Critique and opinions
"@andrewwaugh13 Albertans are still seeing cases too. Personally, I don't watch the news anymore. I was wondering however,  if we had play-by-play in previous years with the flu, how the numbers would compare to Covid. Black Friday deals are quite popular this week, and Atmospheric Rivers too."	Neutral	Compassion and sentiment
"@jzembik @davidfrum Vaccination is still not a requirement. I recently flew @AirCanada Toronto, Vancouver, Victoria return and was never asked to show proof of vax. This after a Covid bailout from the government. They hide behind loose masking rules but care little about passengers’ health."	Negative	Critique and opinions
"Apparently there is a new  wave of covid called Omicron spreading like crazy and might bring travel ban back🤦‍♂️

I was just in the process of planning my vacation to Norway 🙄 https://t.co/Nv5kCjKg8V"	Negative	Compassion and sentiment
"Don't get Mad.
Get Glad.
Now Covid resistant!"	Positive	Jokes and sarcasm
"Dr. Jeffrey Joy, professor in @DiseasesUbc, told me that the new, highly-transmissible #Omicron variant will likely appear in B.C. 

How much of a threat does it pose?  
Read more&gt;https://t.co/Q9d1wrc9pg
#Vancouver #covidvariant https://t.co/cqPWXUPNSs"	Neutral	Informative posts
@Elesmialegria @taz81 Imagine if you had Covid. Much worse.	Neutral	Critique and opinions
@elaine26459022 @ronnie_lapsley Absolutely.  No people dropping dead after covid but before vaxx.	Negative	Critique and opinions
@evans_nj @emmalynnbb The fact you saying this makes you a red flag. Keep buying into the sensored narrative and furthering the divide. More young and healthy people are sick or dying from the vax than Covid itself. https://t.co/uZfCFsOkLs	Negative	Critique and opinions
"@DJTravelAbacus What happens when they get to Omega the last letter? Game over? They need to rethink this..why not..covid variant “A” then covid variant “A:phase 2” then “phase 3” they can get a lot more length of time for their bullshit. Fucking amateurs. 
Never get to Z."	Negative	Critique and opinions
There are some provinces with surpluses due to federal COVID program transfers. https://t.co/KwsXCxwhp6	Neutral	Informative posts
"Family member went for a covid test in Quebec. Took an appointment, got to the covid testing center for his appointment, sampling is a mouth wash, result was available within 24 hours… MB why don’t we do mouth wash for sampling???"	Neutral	Informative questions
Swine Flu in 2016 hit me harder than COVID in 2020.. just sayin. https://t.co/qNGjxqHU4y	Neutral	Critique and opinions
"A friend recently shared a wall where kids posted a sticky note message after they got their covid vaccine. The scope was breathtaking.
Keep sharing your vaccination stories. 
Loving it."	Positive	Compassion and sentiment
"@jeannetix_ They've always been doing that. Crisis after crisis. Now it's covid variants.
By physical precision metals and decentralized cryptocurrencies.  Get out of their system."	Negative	Critique and opinions
"That is what you call a cheap shot? Your standards are very low. Did you know Germany had 75,000 cases yesterday. Where are the flight bans yesterday. Also, remember when you boated how well Ford was managing Covid at 150 cases, now over 900… https://t.co/Q8oo2azypH"	Negative	Critique and opinions
@lynnkylewood @TorontoStar Yes. The vaccine gives you better immunity than a previous case od covid.	Positive	Critique and opinions
"What? Inflation gone already? 😂
 https://t.co/Caa3xyKn6g"	Neutral	Jokes and sarcasm
"@PennyDaflos Well - unvaxxed visitors who are NOT allowed in hospitals, are still coming in.  Visitors who do NOT know how to don and doff PPE can visit covid + patients. Including airborne - who are not fit tested. So there's a source for transmission."	Neutral	Critique and opinions
WTO postpones major meeting over COVID-19 concerns https://t.co/cBxKJ9mmP3	Neutral	Informative posts
@moderna_tx @DrEricDing @jkwan_md  @birgitomo  do we wait to get a booster because of this new variant? I have mine booked for Dec 8.	Neutral	Informative questions
"@j_pagsy @LongCovidKids @ColinDMello Again myocarditis is far worse. Dysautonomia, gastroparesis is extremely rare from covid and it is life altering for sure but it is not life-shortening like myocarditis."	Neutral	Critique and opinions
"@inFACTns @bjohnson921 @DrP_MD @GVDBossche lol - ""in-Fact"" you need to do some research on how natural selection works.   The virus doesn't ""decide"" to mutate, it just does when there's lots of COVID.  If it then has a competitive advantage, it takes over.

Bio 101 - just the facts."	Neutral	Critique and opinions
"@jkenney 1. You 🔥 👉 covid testers &amp; ✋ isolating cases of exposure.
2. “Open for Summer” gave us the 4th 🌊 - you took off for 3 wks. 
3. 🇬🇧’s lead? 👍 the #JohnsonVariant ? 🥴
4. Btw that Great Barrington Declaration on herd immunity? #ItWasAScam 
#abpoli https://t.co/Amq2FoPz9V"	Negative	Critique and opinions
"Hong Kong confirms two cases of virulent new COVID-19 variant, one of which travelled from Canada https://t.co/mJf3rmivbN So the new variant is already here."	Neutral	Informative posts
"@PeterHotez @TexasChildrens That partly answers my question; it's too soon to know but they are working on this topic
[To what extent will the Pfizer vaccine protect us
Is the protection likely to be stronger for people who had 3 doses?]"	Neutral	Informative questions
@md2merce @Trenthowell26 @imgrund It does make sense if immunity came from shots or from living with the virus for years. That's why they've started talking about a new COVID to fear. We'll see if @fordnation lets us have Christmas this year.	Negative	Critique and opinions
Doug Ford calls new COVID-19 variant concerning as Canada implements travel ban - CTV Toronto https://t.co/tUc7qqMsJi via @GoogleNews	Neutral	Informative posts
"How come the governments of the world are so quick to react to this supposed new variant when they dragged their asses with covid in the first place?
What freedoms are they intent on destroying this time?"	Negative	Critique and opinions
"@OrwellianTimes Health Canada approved the pediatric Pfizer-BioNTech COVID-19 vaccine formulated for children ages 5-11. The vaccine has been thoroughly reviewed by our Canadian independent regulator, Health Canada, for safety and effectiveness."	Neutral	Informative posts
"@TheTweetOfGod What a coincidence that a new strain of Covid has emerged out of Africa, where only 11% of the continent has been vaccinated. Yet, antivaxxers still won't admit that the longer the disease stays around and the more victims it has, it's more likely to mutate. Science, eh?"	Neutral	Critique and opinions
"@worldly_citizen @nytimes The number universally show unvaccinated are far more likely to be in the ICU or even hospitalized. Here’s just one of 100’s of examples. But of course, you don’t want facts.. because you wanna keep living in your fantasy land. https://t.co/LHMEh2MIJ3"	Negative	Critique and opinions
New COVID variant: Canada to ban some travellers - CTV News https://t.co/JInW9QftNp	Neutral	Informative posts
"Who else is going to report new strains now?
South Africa’s health minister says the travel bans imposed on the country following the discovery of a new Covid-19 variant are “unjustified” https://t.co/4O6Py8bQqn via @bpolitics"	Negative	Informative posts
"@fitterhappierAJ
@nanogenomic
have you seen this?
what's your thoughts on this ? 
seems odd🤷🏼‍♂️ 
and really they didn't publish the study because they scared to lose funding,is it really that I wouldn't open now that they'll just look the other way for money https://t.co/oEO7Vjah88 https://t.co/YtUbZTsr39"	Neutral	Critique and opinions
"Worried about the new Covid-19 variant? It's already here. It's just that South African public health science is better than most 'developed' countries, so they found it before our 'experts' could. This is #NorthernArrogance"	Neutral	Critique and opinions
"COVID-19 Update: Canada bans entry from seven African countries | New variant dubbed Omicron | ‘We must move quickly,’ says Britain - Calgary Herald https://t.co/jQlkluapLA via @GoogleNews"	Neutral	Informative posts
@VinnyD91 @CTVNews Lol... you like covid?	Neutral	Jokes and sarcasm
